id,owner,route,str_no,str_name,mp,county,municipality,latitude,longitude
713,"State Routes",35,1311151,"NJ 35 SEAVIEW CIRCLE RMPOVER N CHANNEL SHARK RIVER",21.77,MONMOUTH,"Neptune township",40.1886,74.0244
714,"State Routes",35,1311155,"ROUTE N.J.35 OVER WHALE POND BROOK",28.0899,MONMOUTH,"Eatontown borough",40.2733,74.0433
715,"State Routes",35,1311157,"SYLVANIA AVE./ NJT & MEMORIAL DRIVE",0,MONMOUTH,"Neptune City borough",40.1926,74.0233
716,"State Routes",35,1311158,"NJ-35 NB OVER CR 40A & RAMP4",22.05,MONMOUTH,"Neptune City borough",40.1908,74.0242
717,"State Routes",35,1312154,"NJ 35 OVER NAVESINK RIVER",34.39,MONMOUTH,"Red Bank borough",40.356,74.0767
718,"State Routes",35,1313151,"NJ ROUTE 35 OVER MAHORAS BROOK",39.7,MONMOUTH,"Holmdel township",40.4114,74.1391
719,"State Routes",35,1313153,"NJ RT 35NB OVER NJ RT 36NB & GSP RAMP G",43.1599,MONMOUTH,"Keyport borough",40.4254,74.2003
720,"State Routes",35,1313155,"NJ 35 OVER LUPPATATONG CREEK",43.5499,MONMOUTH,"Keyport borough",40.4267,74.2083
721,"State Routes",35,1313157,"BROADWAY AVE OVER NJ-35",13.21,MONMOUTH,"Keyport borough",40.4285,74.212
722,"State Routes",35,1313161,"NJ RT 35 SB OVER MATAWAN CREEK",44.27,MONMOUTH,,40.4335,74.2186
723,"State Routes",35,1313162,"RT 35 NB OVER MATAWAN CREEK",44.27,MONMOUTH,,40.4328,74.2173
724,"State Routes",35,1506151,"NJ 35/WILLS HOLE MANASQUAN RIVER",14.35,OCEAN,"Point Pleasant Beach borough",40.1008,74.0509
725,"State Routes",35,1506152,"RTE NJ 35 OVER MANASQUAN RIVER",14.61,OCEAN,"Point Pleasant Beach borough",40.103,74.0527
726,"State Routes",35,2022150,"NJ ROUTE 35 OVER S. BRANCH OF RAHWAY RIVER",57.9299,UNION,"Rahway city",40.5925,74.2908
727,"State Routes",36,1314154,"ROUTE 36 OVER TROUTMANS CREEK",5.36,MONMOUTH,"Long Branch city",40.3125,73.9867
728,"State Routes",36,1315152,"NJ RT 36 / COMPTONS CRK",18.34,MONMOUTH,"Middletown township",40.4217,74.0967
729,"State Routes",36,1315154,"RT 36 / WAACKAACK CRK",20.63,MONMOUTH,"Hazlet township",40.435,74.135
730,"State Routes",36,1315156,"NJ ROUTE 36 OVER EAST CREEK",22.08,MONMOUTH,"Hazlet township",40.4383,74.1617
731,"State Routes",36,1315157,"NJ 36 OVER FLAT CREEK",22.6099,MONMOUTH,"Hazlet township",40.4374,74.1722
732,"State Routes",36,1315159,"ROUTE 36 OVER MANY MIND CREEK",15.36,MONMOUTH,"Middletown (CDP)",40.41,74.0433
733,"State Routes",36,1315160,"NJ ROUTE 36 OVER WAGNER CREEK",16.13,MONMOUTH,"Middletown township",40.4133,74.0567
734,"State Routes",36,1315169,"ROUTE NJ 36 / SHREWSBURY RIVER, BAY AVE AND RAMP",11.63,MONMOUTH,"Atlantic Highlands borough",40.3962,73.9793
735,"State Routes",37,1507150,"RT. NJ 37 OVER UNION BRANCH OF TOMS R",0.28,OCEAN,"Lakehurst borough",40.0096,74.3011
736,"State Routes",37,1507151,"RT. NJ 37 OVER N BRANCH OF TOMS RIVER",5.98,OCEAN,"Dover township",39.9634,74.2129
737,"State Routes",37,1508150,"NJ 37EB/BARNEGAT BAY(MATHIS BRIDGE)",11.92,OCEAN,"Toms River (CDP)",39.949,74.1139
738,"State Routes",37,1508151,"ROUTE NJ 37 OVER BARNEGAT BAY",13.13,OCEAN,,39.9416,74.084
739,"State Routes",37,1508152,"ROUTE NJ 37 OVER ROUTE NJ 35",13.24,OCEAN,,39.9411,74.082
740,"State Routes",37,1508154,"NJ 37 WB OVER BARNEGAT BAY",11.92,OCEAN,"Toms River (CDP)",39.9492,74.114
741,"State Routes",38,0304151,"NJ-38 / N. BR. OF PENNSAUKEN CREEK",7.77998,BURLINGTON,"Moorestown township",39.9563,74.9411
742,"State Routes",38,0305152,"ROUTE NJ 38 OVER S. BR. RANCOCAS CREEK",14.3,BURLINGTON,"Hainesport township",39.979,74.8242
743,"State Routes",38,0305154,"ROUTE NJ 38 OVER NJ TURNPIKE",9.78,BURLINGTON,"Mount Laurel township",39.9676,74.9076
744,"State Routes",38,0305156,"MASONVILLE-FOSTERTOWN RD (CR 636)/MASONS CREEK",6.8,BURLINGTON,"Hainesport township",39.9728,74.8572
745,"State Routes",38,0407151,"RAMP A OVER ROUTE NJ 38 AND NJ 70",0,CAMDEN,"Pennsauken township",39.9333,75.075
746,"State Routes",38,0407153,"RAMP  D  &  E  OVER CHANDLER RUN",0.45,CAMDEN,"Pennsauken township",39.9333,75.0667
747,"State Routes",38,0408151,"CUTHBERT BLVD (CR 636) /ROUTE NJ 38 & RAMPS A&G",3.35,CAMDEN,"Cherry Hill township",39.9357,75.0539
748,"State Routes",38,0408155,"CR 644 (HADDONFIELD RD) OVER RT NJ 38",3.06999,CAMDEN,"Cherry Hill township",39.9383,75.0317
749,"State Routes",38,0408160,"MILL ROAD OVER SOUTH BR. PENNSAUKEN CREEK",4.38,CAMDEN,"Cherry Hill township",39.9417,75
750,"State Routes",38,0408161,"RT.NJ38 OVER SO BR PENNSAUKEN CREEK",4.42,CAMDEN,"Cherry Hill township",39.9414,75.0001
751,"State Routes",40,0107150,"US 40 OVER BABCOCK CREEK",47.3799,ATLANTIC,"Hamilton township",39.4503,74.7212
752,"State Routes",40,0107151,"US40 & NJ50 OVER GR EGG HARBOR RIVER",46.75,ATLANTIC,"Hamilton township",39.4483,74.73
753,"State Routes",40,0107152,"RTS US 40 & NJ 50/PLEASANTVILLE SEC(ABND)",46.9,ATLANTIC,"Hamilton township",39.4504,74.7282
754,"State Routes",40,0109153,"U.S. 40 OVER GREAT THOROFARE",62.4598,ATLANTIC,"Atlantic City city",39.37,74.4763
755,"State Routes",40,0109154,"U.S. 40 OVER BEACH THOROFARE",63.32,ATLANTIC,"Atlantic City city",39.3613,74.4641
756,"State Routes",40,0109155,"US RT 40 OVER INSIDE THOROFARE",63.993,ATLANTIC,"Atlantic City city",39.3541,74.4573
757,"State Routes",40,0109156,"DORSET AVENUE CONNECTOR / ROUTES US 40 & 322",0,ATLANTIC,"Atlantic City city",39.3676,74.4734
758,"State Routes",40,0801150,"US 40 OVER STILL RUN",24.94,GLOUCESTER,"Franklin township",39.5855,75.0817
759,"State Routes",40,0801151,"US 40 OVER MALAGA LAKE",26.4599,GLOUCESTER,"Franklin township",39.5733,75.0583
760,"State Routes",40,0833150,"RT US 40 & RT NJ 47 OVER MILLVILLE SECONDARY",27.1499,GLOUCESTER,"Franklin township",39.5747,75.0469
761,"State Routes",40,1701150,"RT 40 EB OVER W BRANCH OF GAME CREEK",2.6,SALEM,"Carneys Point township",39.6817,75.4617
762,"State Routes",40,1701151,"ROUTE 40 WB OVER W BRANCH GAME CREEK",2.59999,SALEM,"Carneys Point township",39.6817,75.4617
763,"State Routes",40,1702154,"US 40 OVER SALEM RIVER",8.57,SALEM,"Pilesgrove township",39.6735,75.3612
764,"State Routes",40,1703152,"U.S.RTE 40 OVER BRANCH OF SALEM CREEK",13.59,SALEM,"Pilesgrove township",39.6383,75.2767
765,"State Routes",40,1703156,"US 40 OVER ELMER LAKE",20.2899,SALEM,"Upper Pittsgrove township",39.5971,75.1661
766,"State Routes",40,1705150,"RT US 40 & RT NJ 45/SALEM RIVER",10.4,SALEM,"Woodstown borough",39.649,75.3323
767,"State Routes",41,0329150,"RT NJ 41 OVER RT NJ 38",13.37,BURLINGTON,"Maple Shade (CDP)",39.9433,74.98
768,"State Routes",41,0329151,"NJ ROUTE 41 OVER NJ ROUTE 73",13.6,BURLINGTON,"Maple Shade township",39.9433,74.98
769,"State Routes",41,0410150,"RTE 41 RAMP/ SO.BR.PENNSAUKEN CR.",13.11,CAMDEN,"Cherry Hill township",39.9403,74.9815
770,"State Routes",41,0410151,"NJ RT 41/S.BRANCH PENNSAUKEN CR",13.11,CAMDEN,"Cherry Hill township",39.94,74.9817
771,"State Routes",41,0802150,"NJ ROUTE 41 OVER NJ ROUTE 42",3.37,GLOUCESTER,"Deptford township",39.8311,75.0894
772,"State Routes",41,0802151,"NJ 41 OVER SOUTH BR OF BIG TIMBER CREEK",4.12,GLOUCESTER,"Deptford township",39.8403,75.0841
773,"State Routes",42,0411150,"RT NJ 42/SICKLERVILLE RD (CR 705)",6.62,CAMDEN,"Gloucester township",39.7718,75.0492
774,"State Routes",42,0411153,"COLLEGE DRIVE (CR 673)/ ROUTE NJ 42",0.33,CAMDEN,"Gloucester township",39.7835,75.049
775,"State Routes",42,0411154,"DAVISTOWN ASYLA RD OVER RT NJ 42",0.49,CAMDEN,"Gloucester township",39.7922,75.0496
776,"State Routes",42,0411156,"RT NJ 42 NB OVER BLCKWD-CLMNTN RD (RT 534)",8.81,CAMDEN,"Gloucester township",39.8026,75.0551
777,"State Routes",42,0411157,"RT NJ 42 SOUTHBOUND /BLCKWD-CLMNTN RD (RT534)",8.81,CAMDEN,"Gloucester township",39.8025,75.0554
778,"State Routes",42,0411158,"COLES RD OVER ROUTE NJ 42",0.36,CAMDEN,"Gloucester township",39.811,75.0618
779,"State Routes",42,0411159,"RT NJ 42 NORTHBOUND OVER RT NJ 168",10,CAMDEN,"Gloucester township",39.8165,75.068
780,"State Routes",42,0411160,"ROUTE NJ 42 SB OVER ROUTE NJ 168",10,CAMDEN,"Gloucester township",39.8163,75.0682
781,"State Routes",42,0411161,"RT NJ 42 NORTHBOUND/CONRAIL(ABANDONED)",10.21,CAMDEN,"Gloucester township",39.8182,75.0706
782,"State Routes",42,0411162,"RT NJ 42 SOUTHBOUND OVER CONRAIL(ABANONED)",10.21,CAMDEN,"Gloucester township",39.818,75.0705
783,"State Routes",42,0411163,"RT NJ 42 NORTHBOUND OV RT CR681 (LOWER LANDING RD)",11.02,CAMDEN,"Gloucester township",39.8217,75.0833
784,"State Routes",42,0411164,"RT NJ 42 SOUTHBOUND OV CR 681 (LOWER LANDING RD)",11.02,CAMDEN,"Gloucester township",39.825,75.0833
785,"State Routes",42,0411165,"RT NJ 42 NORTHBOUND OV S. BR. BIG TIMBER CREEK",11.1,CAMDEN,"Gloucester township",39.8262,75.0837
786,"State Routes",42,0411166,"RT NJ 42 SOUTHOUND OV S. BR. BIG TIMBER CREEK",11.1,CAMDEN,"Gloucester township",39.8267,75.085
787,"State Routes",42,0412150,"ROUTE NJ 42 NORTHBOUND OVER NJ TURNPIKE",13.25,CAMDEN,"Runnemede borough",39.8556,75.0978
788,"State Routes",42,0412151,"ROUTE NJ 42 SOUTHBOUND OVER NJ TURNPIKE",13.25,CAMDEN,"Runnemede borough",39.855,75.0983
789,"State Routes",42,0412153,"CR 753 (CREEK ROAD) OVER NJ 42",1.62,CAMDEN,"Bellmawr borough",39.865,75.1017
790,"State Routes",42,0803150,"ROUTE NJ 42/SOUTH BRANCH OF BIG TIMBER CREEK",6.62,GLOUCESTER,"Washington township",39.771,75.0485
791,"State Routes",42,0804150,"RT NJ 42 NB/ CLEMENTS BRIDGE ROAD (RT 544)",11.95,GLOUCESTER,"Deptford township",39.8369,75.0915
792,"State Routes",42,0804151,"RT NJ 42 SB/ CLEMENTS BRIDGE ROAD (RT 544)",11.95,GLOUCESTER,"Deptford township",39.8367,75.092
793,"State Routes",42,0804152,"ROUTE N.J 42 OVER ALMONESSON CREEK",12.6,GLOUCESTER,"Deptford township",39.8467,75.095
794,"State Routes",42,0804153,"ROUTE NJ 42 OVER BIG TIMBER CREEK",13.11,GLOUCESTER,"Deptford township",39.8528,75.0969
795,"State Routes",44,0805154,"ROUTE NJ 44 OVER PENN'S GROVE BRANCH",2.89,GLOUCESTER,"Greenwick township",39.824,75.2992
796,"State Routes",44,0806151,"NJ RT 44 OVER MANTUA CREEK",6.3,GLOUCESTER,"Paulsboro borough",39.8312,75.2364
797,"State Routes",45,0807151,"RT NJ 45 / SOUTH BRANCH OF RACCOON CREEK",16.42,GLOUCESTER,"Harrison township",39.722,75.2378
798,"State Routes",45,0807152,"RT NJ 45 OVER RACCOON CREEK",17.73,GLOUCESTER,"Harrison township",39.7363,75.2245
799,"State Routes",45,0808151,"ROUTE NJ 45 OVER EDWARDS RUN",20.82,GLOUCESTER,"Mantua township",39.7722,75.193
800,"State Routes",45,0808153,"ROUTE NJ 45 OVER MANTUA CREEK",22.76,GLOUCESTER,"Mantua township",39.795,75.172
801,"State Routes",45,0810150,"ROUTE NJ 45 OVER WOODBURY CREEK",26.21,GLOUCESTER,"Woodbury city",39.8419,75.1504
802,"State Routes",45,1704150,"ROUTE NJ 45 OVER FENWICK CREEK",0.43,SALEM,"Salem city",39.5776,75.4646
803,"State Routes",45,1704151,"NJ 45 OVER MANNINGTON CREEK",4.11,SALEM,"Mannington township",39.605,75.4083
804,"State Routes",45,1704152,"NJ ROUTE 45 / CULLIERS RUN",5.21,SALEM,"Mannington township",39.6152,75.3918
805,"State Routes",45,1705151,"NJ 45 OVER CONRAIL (W.J. & S.S.) BRANCH",10.14,SALEM,"Woodstown borough",39.6596,75.3232
806,"State Routes",45,1705154,"ROUTE NJ 45 OVER OLDMANS CREEK",12.49,SALEM,"Pilesgrove township",39.6851,75.2935
807,"State Routes",46,0220150,"ROUTE US 46 OVER RIVER DRIVE (CR 507)",64.07,BERGEN,"Elmwood Park borough",40.8935,74.1269
808,"State Routes",46,0220152,"US46 OVER BR OF PASSAIC RIVER",64.52,BERGEN,"Elmwood Park borough",40.8931,74.1185
809,"State Routes",46,0220153,"US46 OVER MIDLAND AVENUE (CR. 67)",65.26,BERGEN,"Garfield city",40.8923,74.1043
810,"State Routes",46,0220154,"US 46 / ERIE-LACKAWANNA RR",65.4,BERGEN,"Saddle Brook township",40.8915,74.1025
811,"State Routes",46,0220155,"OUTWATER LANE (CR. 42) OVER U.S. ROUTE 46",1.58,BERGEN,"Lodi borough",40.8863,74.0915
812,"State Routes",46,0220157,"ROUTE US 46 OVER SADDLE RIVER",66.51,BERGEN,"Lodi borough",40.8825,74.0845
813,"State Routes",46,0220158,"ROUTE US 46 OVER MAIN STREET (CR 61)",66.56,BERGEN,"Lodi borough",40.8821,74.0838
814,"State Routes",46,0220161,"US ROUTE 46 OVER VALLEY BOULEVARD (CR. 57)",67.62,BERGEN,"Hasbrouck Heights borough",40.8724,74.068
815,"State Routes",46,0221150,"US46 OVER TERRACE AVE (CR. 55)",67.91,BERGEN,"Hasbrouck Heights borough",40.8689,74.0654
816,"State Routes",46,0221151,"US 46 / RT NJ 17 SB.",68.01,BERGEN,"Hasbrouck Heights borough",40.8676,74.0642
817,"State Routes",46,0221152,"ROUTE US 46 OVER ROUTE NJ 17 NB",68.11,BERGEN,"Hasbrouck Heights borough",40.8663,74.0634
818,"State Routes",46,0221153,"US46 / NY-NJ RR & GREEN",68.21,BERGEN,"Hasbrouck Heights borough",40.8652,74.0623
819,"State Routes",46,0221155,"US 46 / HACKENSACK R, HOMESTEAD PL, RR & RD",70.05,BERGEN,"Little Ferry borough",40.8521,74.0321
820,"State Routes",46,0221156,"US 46 / TEANECK  RD(CR39)",70.68,BERGEN,"Ridgefield Park village",40.8485,74.0219
821,"State Routes",46,0222150,"US 46 OVER OVERPECK CREEK",71.31,BERGEN,"Ridgefield Park village",40.8444,74.0121
822,"State Routes",46,0222151,"US46 / ERIE LACKAWANNA RAILROAD",71.53,BERGEN,"Ridgefield borough",40.8441,74.0072
823,"State Routes",46,0222152,"US46 OVER GRAND AVE (RT93)",71.65,BERGEN,"Ridgefield borough",40.8436,74.0051
824,"State Routes",46,0222153,"BROAD AV (US 1&9) OVER RT US 46.",62.8,BERGEN,"Palisades Park borough",40.8428,74.0013
825,"State Routes",46,0222154,"ROFF AVE OVER USRT46",0.13,BERGEN,"Palisades Park borough",40.8418,74.9995
826,"State Routes",46,0722150,"ROUTE US 46 RAMP OVER ROUTE US 46",53.1,ESSEX,"Fairfield township",40.8733,74.3028
827,"State Routes",46,0722151,"HORSENECK RD (CR 626) OVER ROUTE US 46",2.28999,ESSEX,"Fairfield (CDP)",40.877,74.2989
828,"State Routes",46,0722152,"HOLLYWOOD AVE. (CR 625) OVER US 46",1.95,ESSEX,"Fairfield township",40.8817,74.2914
829,"State Routes",46,0722155,"RAMP TO FAIRFIELD AVE (CR 615)/US ROUTE 46",54.48,ESSEX,"Fairfield township",40.8863,74.2824
830,"State Routes",46,0722156,"TWO BRIDGES ROAD (CR 613) OVER US 46",5.78,ESSEX,"Fairfield township",40.8898,74.2737
831,"State Routes",46,0722157,"US 46 EB / PASSAIC RVR",55.45,ESSEX,"Fairfield township",40.8924,74.2657
832,"State Routes",46,0722158,"US 46 WB /PASSAIC RVR",55.45,ESSEX,"Fairfield township",40.8926,74.2658
833,"State Routes",46,1407150,"U.S. ROUTE 46 OVER MILL RACE",21.8899,MORRIS,"Mount Olive township",40.8484,74.8207
834,"State Routes",46,1407152,"ROUTE US 46 OVER MINE BROOK",22.47,MORRIS,"Washington township",40.8445,74.8109
835,"State Routes",46,1407153,"ROUTE US 46 EB OVER BRANCH OF MINE BROOK",22.61,MORRIS,"Washington township",40.8433,74.8085
836,"State Routes",46,1407154,"ROUTE US 46 EB OVER BRANCH OF MINE BROOK",22.78,MORRIS,"Washington township",40.8426,74.8056
837,"State Routes",46,1407156,"US 46 OVER SOUTH BR RARITAN RIVER",25.8699,MORRIS,"Mount Olive township",40.8594,74.761
838,"State Routes",46,1408150,"US RT 46 WB-OVER NJ RT 183 SB",30.2099,MORRIS,"Netcong borough",40.8971,74.7021
839,"State Routes",46,1408153,"LANDING ROAD SB (CR 631) OVER ROUTE US 46 WB",0.09,MORRIS,"Roxbury township",40.8902,74.6652
840,"State Routes",46,1409151,"ROUTE US 46 OVER BLACK RIVER",34.22,MORRIS,"Roxbury township",40.8793,74.6342
841,"State Routes",46,1409154,"US ROUTE 46 OVER GRANNEYS BROOK",37.72,MORRIS,"Dover town",40.8857,74.5696
842,"State Routes",46,1409155,"US 46 over NJT, Rockaway Riv. & W. Blackwell St.",37.91,MORRIS,"Dover town",40.8853,74.5669
843,"State Routes",46,1409156,"US 46 OVER NJ 15 AND M&E RAILROAD",38.17,MORRIS,"Dover town",40.8869,74.5619
844,"State Routes",46,1409157,"US 46 OVER ROCKAWAY RIVER&ABANDONED DL&W RR",40.68,MORRIS,"Rockaway borough",40.8918,74.5179
845,"State Routes",46,1410150,"ROUTE US 46 OVER ROUTE NJ 53",43.03,MORRIS,"Denville township",40.8908,74.4778
846,"State Routes",46,1410151,"US RT 46 OVER DEN BROOK",43.4,MORRIS,"Denville township",40.8894,74.4712
847,"State Routes",46,1410156,"ROUTE US 46 OVER BRANCH OF TROY BROOK",49.09,MORRIS,,40.8616,74.3712
848,"State Routes",46,1410157,"ROUTE US 46 OVER ROCKAWAY RIVER",50.37,MORRIS,"Montville township",40.858,74.3479
849,"State Routes",46,1410158,"ROUTE US 46 OVER BRANCH OF PASSAIC RIVER",51.43,MORRIS,"Montville township",40.8591,74.3277
850,"State Routes",46,1410159,"ROUTE US 46 OVER PASSAIC RIVER",51.85,MORRIS,"Montville township",40.8621,74.3214
851,"State Routes",46,1602152,"ROUTE US 46 WB & ROUTE NJ 20 OVER RAMPS",63.9,PASSAIC,"Clifton city",40.8934,74.1314
852,"State Routes",46,1602154,"RT US 46 EB/RMP FROM CROOKS AVE TO RT US 46 EB",63.93,PASSAIC,"Clifton city",40.8933,74.1309
853,"State Routes",46,1604175,"WILLOW BROOK BLVD OVER US ROUTE 46",0,PASSAIC,"Wayne township",40.8929,74.2616
854,"State Routes",46,1606156,"RIVERVIEW DRIVE(CR640) OVER ROUTE US 46",2.24999,PASSAIC,"Totowa borough",40.8947,74.2363
855,"State Routes",46,1606157,"UNION BOULEVARD(CR.646)OVER ROUTE US 46",0.989998,PASSAIC,"Totowa borough",40.8931,74.2261
856,"State Routes",46,1606158,"US 46/PASSAIC RIVER & RIVERVIEW DR. (CO. RT. 640)",57.94,PASSAIC,"Little Falls township",40.8908,74.2208
857,"State Routes",46,1606159,"ROUTE U.S. 46 OVER MCBRIDE AVE. (CR. 639)",58.0399,PASSAIC,"Little Falls township",40.8893,74.2189
858,"State Routes",46,1606160,"ROUTE US 46 OVER PECKMAN'S BROOK",58.29,PASSAIC,"Little Falls township",40.8864,74.2162
859,"State Routes",46,1606163,"US RT 46 OVER BROWERTOWN ROAD (CR635)",58.7299,PASSAIC,"Little Falls township",40.8822,74.2099
860,"State Routes",46,1606165,"US ROUTE 46 OVER LOWER NOTCH ROAD",59.06,PASSAIC,"Little Falls township",40.879,74.2054
861,"State Routes",46,1606167,"RIFLE CAMP ROAD (CR 633) OVER US 46",0.329999,PASSAIC,"West Paterson borough",40.876,74.2013
862,"State Routes",46,1606172,"RT46 OVER VALLEY ROAD (CR 621)",60.06,PASSAIC,"Clifton city",40.8709,74.1897
863,"State Routes",46,1606175,"US 46 WB & RAMP G OVER RT. I-80 RAMPS D&E",56.34,PASSAIC,"Wayne township",40.8952,74.2508
864,"State Routes",46,1606176,"RT 46EB&RAMPS D&E/RT3NB&RAMP G",56.38,PASSAIC,"Wayne township",40.8944,74.2492
865,"State Routes",46,1606177,"RT US 46WB&RAMP I/NJ RT 23 NB&RAMPJ&M",56.37,PASSAIC,"Wayne township",40.8952,74.2483
866,"State Routes",46,1606186,"US ROUTE 46 RAMP B OVER GREAT NOTCH BROOK",58.7199,PASSAIC,"Little Falls township",40.8831,74.2116
867,"State Routes",46,1607150,"ROUTE US 46 RAMP D OVER ROUTE NJ 3 EB",60.24,PASSAIC,"Clifton city",40.8698,74.1879
868,"State Routes",46,1607151,"U.S.ROUTE 46 OVER NJ ROUTE 3 WB",60.24,PASSAIC,"Clifton city",40.8699,74.1865
869,"State Routes",46,1607152,"VAN HOUTEN AV (CR 614) / US 46",0.579998,PASSAIC,"Clifton city",40.8733,74.175
870,"State Routes",46,1607153,"GROVE STREET (CR 623) OVER US 46",1.73,PASSAIC,"Clifton city",40.8742,74.1719
871,"State Routes",46,1607154,"U.S ROUTE 46 OVER NJ RT 19 (BROAD STREET)",61.3,PASSAIC,"Clifton city",40.8756,74.1683
872,"State Routes",46,1607156,"US ROUTE 46 / NORFOLK SOUTHERN RR",61.6,PASSAIC,"Clifton city",40.8772,74.163
873,"State Routes",46,1607157,"US 46 / ERIE-LACKAWANNA RR (NJ TRANSIT)",61.69,PASSAIC,"Clifton city",40.8775,74.1614
874,"State Routes",46,1607158,"US46 OVER PAULISON AVENUE (CR 618)",61.75,PASSAIC,"Clifton city",40.8777,74.16
875,"State Routes",46,1607160,"US RT46 OVER PIAGET AV (CR 628)",62.36,PASSAIC,"Clifton city",40.8802,74.149
876,"State Routes",46,1607161,"MAIN AVENUE (CR601) / US RT 46",4.52,PASSAIC,"Clifton city",40.8804,74.1447
877,"State Routes",46,1607163,"US RT 46/LAKEVIEW AVE (CR 624)",63,PASSAIC,"Clifton city",40.8844,74.1382
878,"State Routes",46,1607168,"US 46/PASSAIC RIVER",63.95,PASSAIC,"Clifton city",40.8937,74.13
879,"State Routes",46,1607170,"US ROUTE 46 EB & RAMP B OVER NJ RT 21",63.27,PASSAIC,"Clifton city",40.8856,74.1324
880,"State Routes",46,2107152,"US 46 OVER TRIB TO DELAWARE RIVER",3.73999,WARREN,"Knowlton township",40.8847,75.0604
881,"State Routes",46,2107154,"US 46 WB OVER BEAVER BROOK",7.28998,WARREN,"White township",40.8418,75.05
882,"State Routes",46,2107155,"US 46 EB OVER BEAVER BROOK",7.29,WARREN,"White township",40.8417,75.0502
883,"State Routes",46,2107156,"US 46 OVER PAULINS KILL",0.74,WARREN,"Knowlton township",40.9209,75.0887
884,"State Routes",46,2107158,"US 46 WB OVER NJ 94 SB",0.18,WARREN,"Knowlton township",40.9285,75.09
885,"State Routes",46,2107160,"US 46 OVER B.L.STATION 66+86",3.67999,WARREN,"Knowlton township",40.8981,75.0608
886,"State Routes",46,2108151,"ROUTE US 46 OVER CREEK TO PEQUEST RIVER",10.19,WARREN,"White township",40.8333,74.9987
887,"State Routes",46,2108155,"ROUTE US 46/ HUDSON BRANCH (ABANDONED)",16.56,WARREN,"Independence township",40.8751,74.9073
888,"State Routes",46,2108157,"ROUTE US 46 / PEQUEST RIVER",17.21,WARREN,"Independence township",40.8713,74.8965
889,"State Routes",46,2108162,"ROUTE US 46 OVER MUSCONETCONG RIVER",21.83,WARREN,"Hackettstown town",40.8484,74.8218
890,"State Routes",47,0506150,"NJ 47 OVER GRASSY SOUND",0.92,"CAPE MAY","Lower township",38.9911,74.8335
891,"State Routes",47,0507152,"N.J. ROUTE 47 OVER BIDWELLS CREEK",12.13,"CAPE MAY","Middle township",39.1167,74.8683
892,"State Routes",47,0507153,"ROUTE NJ7 OVER SLUICE CREEK",15.98,"CAPE MAY","Dennis township",39.1617,74.8317
893,"State Routes",47,0508150,"N.J.ROUTE 47 OVER DENNIS CREEK",17.72,"CAPE MAY","Dennis township",39.1833,74.82
894,"State Routes",47,0508151,"ROUTE NJ 47 OVER BRANCH OF DENNIS CREEK",18.46,"CAPE MAY","Dennis township",39.1926,74.825
895,"State Routes",47,0508153,"RT NJ 47 / EAST CREEK",22.9699,"CAPE MAY","Dennis township",39.2083,74.9017
896,"State Routes",47,0508154,"ROUTE NJ 47 OVER WEST CREEK",24.45,"CAPE MAY","Dennis township",39.2167,74.925
897,"State Routes",47,0601150,"ROUTE NJ 47 OVER MUSKEE CREEK",32.78,CUMBERLAND,"Maurice River township",39.3003,74.9757
898,"State Routes",47,0601151,"N.J.ROUTE 47 OVER MANUMUSKIN RIV.",33.93,CUMBERLAND,"Maurice River township",39.3149,74.9838
899,"State Routes",47,0601152,"N.J.RTE.47 OVER MENANTICO CREEK",36.25,CUMBERLAND,"Millville city",39.343,75.0074
900,"State Routes",47,0813150,"NJ ROUTE 47 OVER MANTUA CREEK",64.44,GLOUCESTER,"Pitman borough",39.7375,75.1137
901,"State Routes",47,0815150,"ROUTE NJ 47 OVER ROUTE I95",74.01,GLOUCESTER,"Westville borough",39.8591,75.1251
902,"State Routes",47,0815152,"NJ 47 OVER BIG TIMBER CREEK",75.09,GLOUCESTER,"Westville borough",39.8737,75.1244
903,"State Routes",47,0832162,"NJ RT 47 over NJ RT 55",69.36,GLOUCESTER,"Deptford township",39.7833,75.1167
904,"State Routes",47,0837152,"ROUTE NJ 47 OVER SCOTLAND RUN",54.8,GLOUCESTER,"Franklin township",39.5969,75.0639
905,"State Routes",47,0837153,"ROUTE NJ 47 OVER LITTLE EASE RUN",56.417,GLOUCESTER,"Franklin township",39.6168,75.0795
906,"State Routes",48,1706150,"NJ RT 48 OVER BR OF GAME CREEK",2.32,SALEM,"Carneys Point township",39.7,75.44
907,"State Routes",48,1706151,"ROUTE 48 OVER BRANCH OF GAME CREEK",2.37,SALEM,"Carneys Point township",39.7,75.4383
908,"State Routes",48,1706152,"NJ RT 48 OVER TWO PENNY RUN",3.06,SALEM,"Carneys Point township",39.6918,75.429
909,"State Routes",49,0110150,"ROUTE NJ 49 OVER TUCKAHOE RIVER",49.84,ATLANTIC,"Estell Manor city",39.3071,74.8205
910,"State Routes",49,0509150,"ROUTE NJ 49 OVER MILL CREEK",52.56,"CAPE MAY","Upper township",39.2961,74.7749
911,"State Routes",49,0509151,"ROUTE NJ 49 OVER CAPE MAY BRANCH",53.25,"CAPE MAY","Upper township",39.2947,74.7622
912,"State Routes",49,0604150,"ROUTE NJ 49 OVER BARRETT RUN",23.1199,CUMBERLAND,"Hopewell township",39.4467,75.275
